id,gender,born_on,age,age_bucket
2ec3ad4f-d998-4ef7-9069-b8371e304996,f,1982-02-24,37,35-39
a59cb0b2-239e-403c-bac1-8ea8098f6391,m,1986-06-15,32,30-34
9b6c285d-7398-4b20-9a96-587849093f41,f,1996-08-12,22,18-24
81ec0087-7a67-44bf-b717-18b3303e3db6,m,1977-11-07,41,40-44
856efd42-2b9b-459a-b886-ba54624abd37,m,1980-08-03,38,35-39
6a7982cc-badb-4f49-831f-3dc7b6c28abc,m,1996-01-13,23,18-24
04f1612b-294a-4786-85df-058bb948a1d8,f,1988-04-11,30,30-34
25d7c0f1-a789-4067-8b83-d38d34b1c5a8,m,1949-06-08,69,55+
6b152c9e-0064-4c64-b4b7-50b6c562e047,f,1993-04-07,25,25-29
af2bcc8f-b446-4b15-a1ca-92c6181718f1,m,1990-11-12,28,25-29
63c58085-905a-40db-b357-0492030c0587,m,1970-03-28,48,45-49
f88445b5-5c00-4a0d-94cf-f615777dc64d,m,1989-10-23,29,25-29
dadaf778-087e-494b-968a-4dd060469be7,m,1996-09-06,22,18-24
c4d443de-8357-4730-b4f5-101b53849912,m,1993-09-04,25,25-29
21c7352e-9809-4062-9c83-36e852cf5f1f,m,1992-08-23,26,25-29
333fb61f-5ff6-4239-9d87-0b96206c6653,m,1993-04-25,25,25-29
916356a3-1195-4422-bdd2-26ea28302d0a,f,1993-05-27,25,25-29
76ffb4c2-f77a-46d2-8f0c-4f9fbac8860f,f,1990-01-12,29,25-29
687da91e-a86f-4462-86bf-9e73229fc416,m,1988-01-27,31,30-34
2074aac3-f2f6-4f64-9655-354ed6a45616,m,1979-10-15,39,35-39
3d543a08-278e-4d2b-8837-91185600cd19,f,1992-10-27,26,25-29
c75b78aa-4269-43b9-a084-4e66dc3e69b8,f,1987-09-18,31,30-34
ffc4236e-8c04-4943-a074-79a8448e6e2b,f,2000-02-13,19,18-24
a5612f87-b33d-4fcc-82e1-eb7f1465fa4e,f,1995-09-27,23,18-24
bbf23d8e-6430-40f2-ac37-b5dcd2faea38,m,1997-12-04,21,18-24
06fed3dd-ea5e-4909-80d6-4208d801d0ca,m,1989-09-30,29,25-29
af16a7bc-b08b-4f25-82ef-d8c5eb645736,m,1988-03-09,30,30-34
189d7c89-e3fb-4d7c-b4af-c12fee86df76,f,1989-10-29,29,25-29
91210ea4-b908-447d-ab91-5eca0e53a4da,m,1974-11-19,44,40-44
d23caeef-856e-40bc-93bf-6d7dbe86a130,m,1989-08-12,29,25-29
714ad979-bfe7-4e0d-b7f7-0962fb2249e8,m,1992-07-30,26,25-29
206ddaf3-5185-4154-86c6-e18d5c5c14df,f,1939-01-11,80,55+
f78a2da9-5bd8-4b07-bcc2-0441f88acbbf,m,1994-04-08,24,18-24
e2e49255-e35c-48bb-aa5b-00a2a5f85aa2,m,1996-07-16,22,18-24
118b52ab-4343-48b4-b832-53622ac69861,m,1998-01-01,21,18-24
df6b5d23-99e6-46a9-a454-b2dd2e764964,m,1990-05-25,28,25-29
c8e2a202-6bb9-41fd-8ca9-9b22c9127b83,f,1992-11-03,26,25-29
b5940ba1-c5c5-4767-b125-bc14e89a42de,m,1986-08-22,32,30-34
f8b96627-7ce4-4d13-9e3d-91ef47e575f2,f,1993-06-21,25,25-29
c7f571af-8ef8-4935-88ca-b1af52a72c50,m,1966-12-09,52,50-54
a7af0ada-4cbd-44ce-8454-da78dccabb29,m,1974-05-09,44,40-44
8690e8cb-c82a-4886-b303-9d9724cde977,f,1991-05-10,27,25-29
dd439b91-e303-4b92-b321-e0eaa7596128,f,1992-07-10,26,25-29
adb8f57a-2f06-47dc-a645-12fdf62d1f62,f,1993-03-05,25,25-29
c10800a5-b6ad-4d05-ae92-f719c04098d8,m,1995-01-28,24,18-24
c86ccb62-1f6d-41b0-9ba9-d1ebd06fff59,m,1977-06-16,41,40-44
ffbe7eaf-ff21-4bfa-9cd7-f783d54e4259,m,1994-04-06,24,18-24
04617357-f161-44fe-b93c-31b8b6935440,m,1981-11-09,37,35-39
ce8220c2-3cad-4b5d-8347-684ab8be0db0,m,1987-08-27,31,30-34
2b3d3957-084c-4148-8f05-60884eda5501,m,1995-09-07,23,18-24
5ee6090f-bc52-4e6e-a8b0-9a67ceca9079,f,1996-11-01,22,18-24
8e83d2f5-19b5-4de7-9f67-b80697499726,m,1992-08-17,26,25-29
d82a5f51-3fa3-448d-8cdf-e20a24fd9890,m,1994-09-05,24,18-24
99d92ea2-af68-48ab-85d5-c3cff5fc0010,m,1972-04-14,46,45-49
257eeb8c-f5d5-4b0a-bfa4-1936c7b554d9,f,1990-10-24,28,25-29
a18bbf5f-eda2-4f62-a618-165bb3aa0f11,f,1987-06-11,31,30-34
a17dcf15-042c-4a7a-b11a-3407b4c3a7c9,m,1995-02-18,24,18-24
bc39dff3-c8cc-4572-856b-76bd57fe3950,m,1956-01-08,63,55+
eea51573-66e5-4599-82e7-43a9579a8762,f,1990-07-08,28,25-29
be1f6680-8a32-4347-b8fd-5959434fabb7,m,1990-06-08,28,25-29
87c1fce1-49f7-4982-93ee-4ed07e13e1b9,f,1995-09-26,23,18-24
d057e156-1307-4dfc-8129-2986f1677856,m,1957-04-01,61,55+
08546ac2-3e22-4e76-bcba-1f1332b7e910,f,1993-08-02,25,25-29
40967e62-5fa8-4258-bd1e-c0649a2f5714,m,1986-03-06,32,30-34
f834d784-4167-4017-94a6-61ace8f13faa,m,1980-02-21,39,35-39
2bf828ec-168e-4e65-b30c-b93c3f103863,m,1993-03-20,25,25-29
a7756ea2-edd9-4885-8d5a-f73e1fc97daa,m,1989-09-15,29,25-29
c049c553-195c-4552-822f-c17815cf289a,m,1972-12-01,46,45-49
c31ddcae-3b63-4bb8-bbed-3e13fe472410,f,1992-03-18,26,25-29
91ae2c91-5e34-4a3b-9139-155f912c634b,m,1993-07-05,25,25-29
3bae93e4-47c3-4b5f-8bc0-7d68bb2033f5,f,1993-04-13,25,25-29
c22b8d50-575f-4735-b305-0d3b6bf79ee3,m,1978-08-27,40,40-44
fff9b90b-beb1-431f-a3fb-75542d3999a3,f,1994-10-02,24,18-24
0e27495a-c208-4d47-a794-c47111870646,m,1992-03-08,26,25-29
6fede038-caa8-4d27-b361-38c99059e8f2,m,1986-03-15,32,30-34
64929066-b6fb-4096-ab9f-9372830ae40d,m,1996-05-23,22,18-24
d64b2cc7-057d-43b3-aaf6-4bf8341fb07a,m,1995-04-03,23,18-24
9294b337-8dfe-40a9-af39-ec74019a21a7,m,1991-12-13,27,25-29
eef62c90-f339-43d1-8881-2876497f0916,f,1986-08-05,32,30-34
5c40d6a9-03d0-4f2b-bb9b-baf8f9d19477,m,1981-08-17,37,35-39
bbcf4088-6b42-4eb4-a11c-c448628d6440,m,1955-04-28,63,55+
f7976e8c-cb77-4b10-8c96-6d932e02e0ba,f,1998-03-30,20,18-24
651fafd6-f836-4949-b9dd-30c84b54ab62,m,1994-09-21,24,18-24
0e02a8cf-16eb-4b43-a7a7-7932a25024ca,m,1996-04-11,22,18-24
8ce1159e-2e35-472a-a477-7435487b42c4,f,1997-11-17,21,18-24
d6756735-389b-41ba-b42a-23fc3428e888,f,1996-04-05,22,18-24
cc16c069-1352-47cc-a272-d51438a1054f,m,1989-03-01,29,25-29
31c0bbf5-5952-4725-9e09-7148ed98908b,m,2000-07-20,18,18-24
2266def3-4bc1-4713-9821-35d9229193e4,f,1994-07-21,24,18-24
78f0b7fd-e22c-45a5-b2ab-2c15d74fdaf3,f,1954-07-25,64,55+
9e665b15-a9eb-429f-a12e-f5a77e6dc4ca,f,1998-11-08,20,18-24
e9980cf5-2fd2-42e4-a55f-7e8b45046599,m,1990-04-20,28,25-29
dffa1cab-fb31-4d1d-9863-3b24702af9fc,f,1989-11-18,29,25-29
7d92326d-4597-4731-afca-becbf2058193,m,1967-01-17,52,50-54
44e60e8e-685c-4739-9a53-31ded4736f17,f,1985-12-30,33,30-34
10a84104-72c5-46ab-b2c0-ce91c51d8e35,m,1991-11-27,27,25-29
e1808d00-d3a4-4c89-91b0-803da06d85d0,m,1986-12-15,32,30-34
5914eb0f-5363-4a02-8223-10b0df0c31ad,m,1986-09-27,32,30-34
fa0ac62c-1ecc-4d72-92a6-8375c30269f1,f,1986-05-24,32,30-34
2bf265a8-10a7-4e93-9306-562f947caab3,m,1993-10-06,25,25-29
3809c156-8e0b-46f9-a79d-9da19e3120f2,m,1970-12-18,48,45-49
1a997ab8-4a1c-4039-bc7e-761d7b707e32,m,1992-04-23,26,25-29
b3304715-c7be-4aa7-a885-a5cb84f1cea0,m,1970-08-31,48,45-49
48cebc6e-07ce-4966-ad70-2cc2b2258a50,f,1990-04-15,28,25-29
7aad1d95-7169-4222-a451-9029c5b5f73e,m,1988-04-22,30,30-34
0e19fe04-9cc6-49b4-bf91-f53855e11e6c,m,1982-03-12,36,35-39
deafea0e-c205-4470-9a30-9d7345d9d186,f,1991-02-18,28,25-29
95d2b2f2-88d8-40f5-8a7f-d708786b471f,f,1990-07-06,28,25-29
83585318-ce5d-4f4d-a381-332db8b5fced,f,1988-10-11,30,30-34
5a8549a7-6658-4379-96be-de51bea3f9a2,m,1993-10-09,25,25-29
30cf14fe-6c09-4521-85f0-c888c27be35f,f,1991-12-02,27,25-29
b24e5e52-293b-4b51-9d20-2893bf36eb2e,m,1978-06-15,40,40-44
990931f9-d80f-4db9-80d3-f2885c423d05,m,1996-06-16,22,18-24
7db99422-8cf2-4d0d-878f-c3370d77a512,m,1990-06-03,28,25-29
ed19a270-d813-4be9-a20e-646ba65e5081,m,2000-05-27,18,18-24
398edd63-55f7-4dd0-ac60-909b3dd1c1cb,m,1990-03-29,28,25-29
e18a664e-31e2-4996-aeae-aa63fa8c8974,m,1986-01-10,33,30-34
80e611d6-3052-4f30-86dd-7720ce1b113e,f,1982-02-19,37,35-39
fb162927-0927-4b8f-84cd-ccfadf1d1f16,f,1992-12-04,26,25-29
3cf7318c-9fe5-4b9e-9f2f-1d95ae471085,m,1995-10-04,23,18-24
0d443d4b-f141-48fe-a271-dd3590f5e7a7,m,1991-04-05,27,25-29
c054ee97-50eb-4b00-b620-3f2d5ae95e29,m,1998-08-26,20,18-24
e176d568-57e1-4839-9e75-cae3df5ca91b,f,1978-08-27,40,40-44
ded12786-40dc-41de-8bf5-cf0cc52f9e8f,f,1983-04-26,35,35-39
deafe8e0-ab0b-4ff5-b604-c1d5683a7df3,m,1993-09-26,25,25-29
ac11675c-428d-4466-bb98-adfedf416fee,f,1995-08-10,23,18-24
b92a8219-0dbf-4f69-a03c-e94848332f15,f,1991-04-10,27,25-29
c8aef883-f24b-4fd5-8e14-4a280b330c0d,m,1992-08-24,26,25-29
39447328-c1be-4854-8834-c679768eb134,m,1961-05-08,57,55+
10ca0999-eb8e-4d15-b091-9ee853f414ec,m,1994-02-16,25,25-29
cc8399b7-9b67-4424-936d-fe5254ace75d,f,1994-09-07,24,18-24
2f74d6cb-edbf-4ac7-8cc7-1aa19143bd51,m,1970-08-29,48,45-49
07d44162-13d5-4430-b6c0-6b9f314cbe18,m,1997-12-12,21,18-24
e2c1dfd6-3aea-4c46-8aad-6c37c7a079f6,m,1985-12-18,33,30-34
5809bb90-3907-4850-9993-4db531f6c02e,m,1978-08-06,40,40-44
295ced68-2882-47b0-bcfe-fb476f424f07,f,1994-04-26,24,18-24
e2dfe0a5-8ad0-420a-a1c8-2d9717984f57,m,1994-11-01,24,18-24
22afc5f2-8023-496a-a4b6-2428a8498803,f,1994-01-05,25,25-29
56c05136-17cb-4020-83e7-b6c657341b95,m,1992-08-13,26,25-29
18c0f377-51de-4c5a-a7fa-5054f8cc8f47,m,1961-09-02,57,55+
25056657-8ac0-4c14-ac3c-d90d74b9e6a5,f,1978-11-10,40,40-44
801f5c60-83ab-41ab-85e5-0137e6d41e7a,f,1970-01-01,49,45-49
6171ccf9-e38c-463e-af4b-ca70841b84ad,m,1994-01-07,25,25-29
d45470ae-1a8e-4f26-b2e8-4ea7ead8320b,m,1989-11-19,29,25-29
4045a8a6-8d44-49b8-8dc5-ae8cadfe7fcd,m,1958-02-18,61,55+
6706c874-e1aa-4046-93b1-ed1d945a5952,m,1988-08-20,30,30-34
3ef5b221-43c2-4964-a3fe-c3a0f2d08204,m,1969-11-14,49,45-49
95acfbbe-759d-4d4d-97ce-a40040672ad9,m,1973-07-16,45,45-49
3f05959a-758d-404c-9b8e-fd042f290693,f,1980-07-29,38,35-39
9237ace1-4d22-48d5-9fbb-97ec270e1a33,f,1999-02-24,20,18-24
a8da8c03-ebff-4f71-b8af-6569163fa783,f,1987-02-14,32,30-34
6fae747d-94ce-405a-8122-9231d46b01a5,m,1995-10-10,23,18-24
d9ae7de4-51b6-4aee-bdbd-fc2b83896e3c,f,1987-04-17,31,30-34
eb8dec23-df46-4e72-8643-3510d42ee34a,f,1996-09-10,22,18-24
7d4fd5d5-8381-43f9-883c-1ca3414dcc58,m,1986-09-08,32,30-34
55b05a6a-e32d-448b-b2bb-8da9d38a91ff,m,1993-03-06,25,25-29
35056de8-b858-40fc-8632-94e1575d5b3f,m,1964-07-21,54,50-54
8d6123fe-1678-4bf4-a6b3-76b66385b192,m,1994-03-16,24,18-24
abedbdfc-6e19-4e40-a51f-4a825ff6fa69,m,1991-06-26,27,25-29
126f10a7-6c16-4c96-9872-985e8dda538a,m,1992-07-09,26,25-29
d34fa070-a606-40bf-ba4e-7c2784ddba73,m,1993-11-30,25,25-29
59512082-d03d-4c4a-bbe0-ec005628847d,m,1996-01-30,23,18-24
71d04778-77c2-4e7d-8ebd-3129e71915d0,m,1997-09-30,21,18-24
2acbc023-3372-4781-b357-67a6cc4c65ad,m,1992-02-16,27,25-29
4602d8c3-7232-4b9d-b0b3-970aa561ad3f,m,1984-01-21,35,35-39
c3acfea6-2f30-4f85-afac-85bb4b231f02,m,1985-09-17,33,30-34
cccd2ac2-b13e-4fe9-8c95-cce82b91883b,m,1995-03-16,23,18-24
96a82c8f-cf16-4cc2-84e4-a4f3e1b2a2b1,f,1992-12-30,26,25-29
71d5b0a7-e424-4e25-b5c3-d437f3821732,f,1990-10-11,28,25-29
b5f3d075-0a58-4087-9bef-5192b1218ed7,m,1990-04-02,28,25-29
fb238195-5232-4d33-9aa0-673c68efe41e,m,1960-11-15,58,55+
ee75e222-fb64-4d9e-ab57-b3e298cd695f,m,1997-09-09,21,18-24
effb6a79-ceee-4734-b346-c0bd12950bf8,m,1987-09-11,31,30-34
6a5af9b2-928b-435b-acfa-9dadb69ab955,m,1989-10-29,29,25-29
f2d39401-6130-4124-829c-732811bd4c44,m,1979-08-15,39,35-39
88e53c12-a79a-4c2c-857d-9b88dc570994,m,1995-11-03,23,18-24
3a3844a7-d9d2-4e9c-b95a-284c5e14c91f,m,1995-04-13,23,18-24
661b1c7c-f6af-47e2-bd05-353cebc42039,f,1988-07-28,30,30-34
9cbfa0ea-af4a-4840-8be8-492172174749,m,1987-11-22,31,30-34
e178dd10-c9b2-46e0-9c6a-3067948b6b6d,m,1979-02-23,40,40-44
31ef03b4-ad54-41ce-ba3e-be81fe201077,m,1998-09-15,20,18-24
7e7bfa14-03af-4405-93f2-a8b4d87167e1,m,1998-06-20,20,18-24
90969a15-f0ee-4439-9d1f-4a930eb32807,f,1988-05-12,30,30-34
b00688e9-f655-4010-8a8a-bd9727c76fb8,m,1987-11-09,31,30-34
fce90e7c-f41f-4cc5-bc6c-1a80179ef66a,f,1992-01-31,27,25-29
d6d68da3-868a-40ac-bf00-890f3c01a600,m,1996-08-01,22,18-24
38ab5bb0-bd70-40cd-a5dc-dcc27e1383a3,m,1959-07-24,59,55+
f25055a4-2764-4000-82a2-708beb1a6473,m,1985-04-03,33,30-34
5e241c4d-a349-41b4-9729-7c42913b1845,f,1984-01-31,35,35-39
e0859bfd-3d1b-4316-a84a-053cfb1a11e5,m,1954-01-03,65,55+
900d812a-f056-454a-8dc8-5dda33e2b5ac,m,1998-12-07,20,18-24
a0fcce2f-3264-4ca2-b394-e5399c3cf470,f,1989-06-15,29,25-29
296ee884-c810-4b4e-bf0c-78ffe7f37bc4,m,1991-01-05,28,25-29
121ad2ff-6b2e-4b1d-b9f2-d04ab167eac7,f,1993-10-19,25,25-29
67c96508-6d8b-4781-ae72-d317356adeb7,f,1986-07-31,32,30-34
85f50ce4-d2de-4e97-9a58-665734bef2b6,m,1994-04-10,24,18-24
757b7cef-9ce3-4c4a-b73e-5b5567186a6c,m,1984-07-04,34,30-34
11677e4e-2f4e-4034-909f-840924b01071,m,1974-12-20,44,40-44
6acf735f-1686-4c2a-9fab-2a1b39619bcc,m,1992-10-19,26,25-29
7742c4e6-3e23-451c-a019-4256941b183c,m,1991-12-25,27,25-29
53347b26-27cd-4ace-84da-3cdffbf045e7,m,1996-10-14,22,18-24
034bfe81-96a1-433f-b641-2ce91acf1b7b,m,1997-07-28,21,18-24
1d97dedf-ecb3-47a7-b458-e3b4cd5749b5,m,1984-04-16,34,30-34
c948fbc6-2266-43c3-bc87-e7b14684bae3,f,1983-02-05,36,35-39
56d99573-8be3-4f96-808a-2e6679bf8e90,m,1991-06-07,27,25-29
625a2fa6-1c15-4ed4-8f04-809fa143dd6b,m,1992-04-05,26,25-29
5530813c-f2cf-4660-b7f8-6285ecaf67bc,f,1995-12-07,23,18-24
ca992cfe-f56a-4f34-9f95-03a850580287,m,1968-11-22,50,50-54
0ef90075-e3f3-414d-82f5-b8282bc42935,f,1991-10-12,27,25-29
4d7af6c6-6725-4e5f-b304-3b2a53cf9ba4,m,1967-01-19,52,50-54
7f18c1aa-440f-4aab-b9f6-756149d49f2a,m,1991-09-04,27,25-29
3eaadf2f-e22e-4ddc-a4d0-c41e23314038,m,1988-09-02,30,30-34
666bd828-c390-458b-bdb5-66cd32a1d152,f,1989-01-13,30,30-34
4a9ff451-7301-4fa7-b9e7-963c7e022b57,m,1989-12-04,29,25-29
74a3b566-425e-4f02-ae5b-257e55c89c82,f,1990-01-25,29,25-29
7df81cc8-9b84-40d0-8af5-13f70605311a,m,1968-07-11,50,50-54
8a0d774c-0d19-4fa7-95e4-63809f83b9ff,m,1996-05-11,22,18-24
d96325f2-3074-449d-bb63-b68ee33036bb,m,1993-01-14,26,25-29
c1c63e10-36c1-4d5a-9f0d-d21c1a404050,f,1995-12-09,23,18-24
d2be97a2-fc4f-4db0-b32f-f8efedb72932,f,1987-07-08,31,30-34
380ea34f-7013-4ed1-bccb-871d843255f5,f,1995-08-26,23,18-24
d62eb2af-ab85-446b-acc8-fd36dd4e3df9,f,1996-06-15,22,18-24
141e2f53-39b8-4c1d-8922-f33d9934453e,m,1986-07-08,32,30-34
1dc41f66-2a74-45b9-b1ba-7d5b5f9ffaa7,m,1995-07-04,23,18-24
c5d20297-eb55-4ae1-9522-4f16e9a0e001,m,1990-02-18,29,25-29
814c02f9-3d5a-4bdb-8ee7-ee4340412cae,m,1992-01-25,27,25-29
dc68068a-42fa-4a4f-9602-2aeb7dfd146b,m,1971-12-17,47,45-49
c3e1a526-34f6-4543-b2d7-6ccff01effce,m,1995-02-28,23,18-24
237799cc-e9e9-42db-9155-9f7f1aff98c3,m,1990-05-24,28,25-29
a10ffe88-2448-4293-91c7-f62649b1b3da,f,1993-07-16,25,25-29
efca9e1b-2060-4b08-971b-c48524f640c0,f,1994-04-03,24,18-24
a0e22eb9-81ab-4466-9328-c3fbc5263b88,m,1997-08-25,21,18-24
dc2e8313-d6eb-4f15-8783-a86bf9dbc880,m,1994-02-27,24,18-24
cc57e0de-a09d-41a6-8723-1891500a23c1,m,1992-01-13,27,25-29
4eb1b15e-9cd9-402c-8310-fb251b1f18cd,m,1976-06-19,42,40-44
624af46e-b539-4057-a30a-1059b3049f67,f,1995-01-09,24,18-24
3d6830ba-5030-4ed0-99b1-3f5a1caa0395,f,1992-11-16,26,25-29
c5e6faf1-9e7c-40eb-a4b2-7b6b6d330ddb,f,1994-01-19,25,25-29
b72c8985-3a8a-4256-8e54-54d0d826ec3b,m,1985-09-24,33,30-34
642fae3f-d7f6-4f0a-abd8-996dea77f0e7,m,1961-08-05,57,55+
00870825-65f4-4b6f-9bff-62b722a9d44c,f,1996-03-15,22,18-24
d2cf3400-342e-41fa-86c3-30996c0ad2cf,m,1995-05-13,23,18-24
88207f77-0ef9-49af-9fb5-a44ec67f8879,m,1987-09-02,31,30-34
433e35c8-4d39-4b76-95d2-0dd8d0378703,f,1991-08-15,27,25-29
368fba42-b65d-4a92-8886-c9a29ee97f01,m,1981-10-22,37,35-39
703ef748-795d-4be0-a549-0147c4562361,f,1941-12-24,77,55+
cecdf8a9-466e-40a2-8388-c045e6a728ce,m,1985-05-21,33,30-34
5f9bc3a8-5325-43f2-86bc-b90296aed0b3,m,2000-05-15,18,18-24
ed80cafe-0cd4-469a-8e3e-deef24bc511a,f,1993-03-09,25,25-29
132c2c31-396b-44d1-b379-7cea1dd787b8,m,1987-05-04,31,30-34
358a9a42-2346-430a-ab8a-0afe8800c979,m,1967-07-09,51,50-54
db89d0d2-84d2-45ed-9b26-1fccc07ca418,m,1966-04-18,52,50-54
183ca8ab-4baf-4857-bb92-f545705abc74,m,1990-06-06,28,25-29
6f872aee-aced-4679-a21a-54ae6966910d,m,1993-08-22,25,25-29
3b8735a5-d3bb-4d85-b3f8-e8c249d344c9,f,1981-06-09,37,35-39
2d14d227-f75c-430e-89b7-88f8dff2c868,f,1991-05-31,27,25-29
c42fa3cf-3ee0-4f4d-b764-4f0247246f43,m,1986-11-06,32,30-34
ef1fcd45-2097-4ab5-844b-af4eff760850,m,1998-04-27,20,18-24
2240e5c4-a500-477d-a5cb-7ee964baeb00,m,1980-11-21,38,35-39
4a538559-1ddb-40c6-ade5-6dc1f1405004,f,1998-07-03,20,18-24
30379349-f8e4-4556-a2e1-0513f3182866,m,1995-09-28,23,18-24
e0983f29-3fe9-4a0c-ad0a-ae62a369f200,m,1979-01-12,40,40-44
36ce5d55-153e-4262-b38d-1a66fcf376e0,m,1994-11-30,24,18-24
44054380-c3ee-4f30-b7e1-3804f0a1018f,m,1993-01-30,26,25-29
197b8834-134a-415a-b9c0-11f74938fee2,f,1990-09-06,28,25-29
d20b69eb-71a3-4839-9f0c-102e622f7726,m,1992-05-12,26,25-29
1be39b20-845d-4904-9109-a2b57799f12d,f,1979-12-04,39,35-39
54f69cb5-bff8-4383-96ab-3b590a33fb5f,f,1995-09-04,23,18-24
1f2b74d0-b1b3-4d3a-b4bf-ac1edc2e97eb,m,1959-08-31,59,55+
df10f093-f923-435e-a565-fe70efdd0532,m,1974-01-20,45,45-49
bb69ea7d-5324-4b7e-80a0-4b00f67087f9,m,1998-11-18,20,18-24
ec937e57-66b7-489f-8992-5a7d524c62e4,f,1990-03-31,28,25-29
bacfbb79-7ae0-456c-a198-2f37f6c9653f,f,1995-10-30,23,18-24
a7ac43c4-1697-40b1-b8e0-fbbc523fc696,m,1984-04-25,34,30-34
d0d621e9-ea35-461a-9c8e-53d9a071d5b3,m,1998-01-04,21,18-24
4db39ff8-61e0-47f9-8a50-4288b471b90c,m,1985-09-07,33,30-34
dd230cf4-5818-498d-9b80-317e58be0b5d,m,1956-12-08,62,55+
bf57b86a-ce69-42dc-90f9-5a4b006f80e3,m,1986-02-07,33,30-34
8577bf4b-ff2b-402d-9323-4c3cb10013b8,f,1991-11-18,27,25-29
5b313e53-74ed-424f-adb3-6f038e67632a,f,1993-03-12,25,25-29
3f25d146-a50a-4ff1-91d9-17b0a70a05da,m,1985-06-12,33,30-34
43d561d2-da8e-48fd-be72-953551d94234,m,1997-03-16,21,18-24
fb2c9742-a145-4ea5-bb50-00d4924b4599,m,1996-04-07,22,18-24
ca8abf10-3f2a-4f52-9c96-510828e41d0c,f,1975-05-22,43,40-44
b01d4507-da9f-4ebf-8db9-c790cc86cbd3,f,1993-06-02,25,25-29
03c5bf77-eccc-43b7-ad94-06abc6837050,m,1993-04-07,25,25-29
cf08400f-3c81-43e1-ae09-3da0528c280c,f,1993-05-17,25,25-29
4b19c212-c79c-454c-a385-66289c96cba6,m,1984-07-23,34,30-34
94e5cffb-f1c0-4047-9c25-9e637754e0fc,f,1997-01-18,22,18-24
671812b6-dfc8-425f-9cca-563e4498e997,f,1986-07-31,32,30-34
d7d41db3-9443-40b2-8a40-73598f0fbe11,m,1990-05-25,28,25-29
a671c80d-fff4-4476-91b3-4db595092550,f,1986-06-10,32,30-34
e3bf95de-751d-41fe-a9e9-f8f424e10330,m,1983-07-04,35,35-39
11e6306b-7f74-44ea-bef5-fd4fd6cddd62,f,1996-09-14,22,18-24
600014d6-8fcb-42a5-b99c-6f264ce9763f,f,1998-06-04,20,18-24
610a0734-9aa0-4da4-9fab-9c982e08a149,m,1994-07-26,24,18-24
c89294f4-0cf8-4f54-b400-f21185474748,m,1978-09-13,40,40-44
6471dbd2-4cdc-47ca-9a9b-7960720c472d,f,1992-10-30,26,25-29
2691a9d4-3ed6-467d-9f0b-6ce07c92a961,m,1978-01-02,41,40-44
33463db4-eda8-4e4a-a01c-9d14aa819029,m,1991-08-20,27,25-29
e7012f93-7a7f-4dae-af0c-cec0b1b1c255,m,1987-08-27,31,30-34
20fac47f-c06a-4d26-9273-72c6dafaecda,m,1989-09-17,29,25-29
32b6429e-6526-47c9-8f20-ca9bfb1e592e,m,1992-09-03,26,25-29
f1fd96b3-8af4-451d-871f-eade7a5ff488,m,1993-10-29,25,25-29
b9bdca9d-ec7b-47a8-92ed-e8b91fc7ac52,m,1964-08-16,54,50-54
fa7b464d-1df8-43b6-bc91-65cde88ac7d6,m,1991-12-28,27,25-29
cf6a9b67-f8ac-4603-92d8-03076534e7cb,f,1994-06-30,24,18-24
d7213a1b-118a-45ba-a1c7-3da64aa00730,f,1995-07-19,23,18-24
af0a9fef-38df-4595-aa46-e2550513836f,f,1989-12-16,29,25-29
d9ac3517-b22a-487d-8546-a6e29232cad3,m,1960-03-04,58,55+
e2f9fbfa-f8d8-4af2-bf7d-38c4be1ff600,f,1983-09-15,35,35-39
bf15afb6-a53f-4355-9a7d-abf70658d718,m,1986-12-28,32,30-34
ccc8b529-f1ef-4f05-a013-9a69652c2512,m,1996-05-15,22,18-24
f9ec893f-cd4e-4137-b9d2-8ee307263b44,f,1989-12-15,29,25-29
a5c6e52e-f2a4-4cc8-bb45-abe8145bc2c4,m,1994-01-27,25,25-29
72565041-ed47-4bee-bcf3-c9354782c873,f,1980-08-14,38,35-39
8edcd077-678b-432a-90b1-4d721c5113f9,m,1991-08-10,27,25-29
c4365e99-3beb-44fb-9ac6-935ce21178cb,m,1991-03-13,27,25-29
a61ec8d4-3176-4f0e-8146-7148abfa7d58,f,1990-03-05,28,25-29
4808e7e0-c27e-49c3-bdf2-e3d1a920dc8a,f,1995-03-23,23,18-24
6b2bfeeb-4dcf-4fda-9b03-b9244ea37328,f,1994-04-18,24,18-24
a65ac09b-40bf-43aa-9bf0-9ad1164807e9,f,1997-03-14,21,18-24
d3bba6c3-1b31-47ba-9984-df2d4106e16a,m,1983-11-26,35,35-39
10a05f96-b3b3-4402-a520-2b0d6c3a0b14,m,1989-12-04,29,25-29
3e62fa42-9a10-487e-8cc6-c113baa49b0d,f,1996-02-02,23,18-24
002ae804-5550-4484-a200-4733da918f18,f,1993-12-11,25,25-29
e4729fae-c229-42ab-b156-9ce648337dda,f,1992-01-28,27,25-29
579440ae-a7e1-4fed-af4f-3dd220a32ff9,f,1987-05-30,31,30-34
613e6120-2726-4cf2-9a50-b9f0121463d8,f,1964-04-06,54,50-54
7d15ef5d-ce70-4bac-91b4-37cdf0f95b0b,m,1994-08-12,24,18-24
b078c965-f8bc-4f2a-b46a-a098c7276f37,f,1994-02-22,25,25-29
0c93d6f6-7639-4a53-949d-aa330435af34,m,1997-04-29,21,18-24
